count,mean,std,min,25%,50%,75%,max,missing,% missing
4689.0,12.460226060993815,10.518418269925567,0.0,4.0,8.0,20.0,90.0,0,0.0
4689.0,9.279803796118575,10.58539242191809,0.0,1.0,5.0,15.0,85.0,0,0.0
4689.0,0.9579867775645127,1.0146877194062551,0.0,0.0,0.0,2.0,13.0,0,0.0
4689.0,428049.83653780835,542493.9272203371,0.0,43333.0,193335.0,650000.0,6908797.0,0,0.0
